"numero_ocorrencia","ano","mes","dia","rpm_2024","ueop_2024","cia_pm","pelotao","nome_municipio","nome_bairro","natureza_ocorrencia_descricao_longa","numero_envolvido","envolvimento_descricao","furto","roubo","extorsao","data_fato"
"2024-018311952-001",2024,4,22,"15 RPM","19 BPM","232 CIA PM",PM,CARAI,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-22"
"2024-018298362-001",2024,4,21,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,INDAIA,EXTORSAO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,0,0,1,"2024-04-21"
"2024-018215760-001",2024,4,21,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-21"
"2024-018203530-001",2024,4,21,"15 RPM","19 BPM","155 CIA PM",PM,NOVA MODICA,ESPERANCA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-21"
"2024-018199568-001",2024,4,21,"15 RPM","19 BPM","155 CIA PM",PM,NOVA MODICA,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-21"
"2024-018148553-001",2024,4,21,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,,FURTO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-21"
"2024-018090229-001",2024,4,7,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-07"
"2024-018063724-001",2024,4,20,"15 RPM","19 BPM","232 CIA PM",PM,MALACACHETA,ALVORADA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-20"
"2024-018063618-001",2024,4,20,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,SAO DIOGO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-20"
"2024-018046608-001",2024,4,11,"15 RPM","19 BPM","42 CIA PM",PM,NOVO ORIENTE DE MINAS,,FURTO,1.0,SOLICITANTE,1,0,0,"2024-04-11"
"2024-018021500-001",2024,4,20,"15 RPM","19 BPM","155 CIA PM",PM,ITAMBACURI,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-20"
"2024-018007460-001",2024,4,19,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,MARAJOARA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-19"
"2024-017989280-001",2024,4,20,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,GRAO PARA,FURTO,2.0,SOLICITANTE,1,0,0,"2024-04-20"
"2024-017905930-001",2024,4,19,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-19"
"2024-017828807-001",2024,4,19,"15 RPM","19 BPM","42 CIA PM",PC,TEOFILO OTONI,NOVO HORIZONTE,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-19"
"2024-017701290-001",2024,4,13,"15 RPM","19 BPM","232 CIA PM",PC,MALACACHETA,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-13"
"2024-017699716-001",2024,4,18,"15 RPM","19 BPM","232 CIA PM",PM,MALACACHETA,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-18"
"2024-017680280-001",2024,4,18,"15 RPM","19 BPM","155 CIA PM",PM,ITAMBACURI,HOLLYWOOD,FURTO,1.0,SOLICITANTE,1,0,0,"2024-04-18"
"2024-017649433-001",2024,4,18,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,MARAJOARA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-18"
"2024-017638866-001",2024,4,18,"15 RPM","19 BPM","155 CIA PM",PM,ITAMBACURI,HOLLYWOOD,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-18"
"2024-017629370-001",2024,4,18,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CENTRO,FURTO,1.0,SOLICITANTE,1,0,0,"2024-04-18"
"2024-017537510-001",2024,4,15,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CENTRO,FURTO,2.0,VITIMA - OUTROS,1,0,0,"2024-04-15"
"2024-017537510-001",2024,4,15,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-15"
"2024-017526915-001",2024,4,17,"15 RPM","19 BPM","232 CIA PM",PM,POTE,CENTRO,FURTO,1.0,SOLICITANTE,1,0,0,"2024-04-17"
"2024-017463839-001",2024,5,6,"15 RPM","19 BPM","42 CIA PM",PC,TEOFILO OTONI,TOPAZIO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-05-06"
"2024-017448897-001",2024,4,17,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CENTRO,FURTO,1.0,SOLICITANTE,1,0,0,"2024-04-17"
"2024-017404605-001",2024,4,16,"15 RPM","19 BPM","232 CIA PM",PM,CARAI,,ROUBO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,0,1,0,"2024-04-16"
"2024-017336570-001",2024,4,12,"15 RPM","19 BPM","155 CIA PM",PM,SAO JOSE DO DIVINO,,FURTO,1.0,SOLICITANTE,1,0,0,"2024-04-12"
"2024-017312148-001",2024,4,16,"15 RPM","19 BPM","155 CIA PM",PM,SAO JOSE DO DIVINO,SAIDA PARA  ITABIRINHA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-16"
"2024-017247937-001",2024,4,16,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,GRAO PARA,FURTO,1.0,SOLICITANTE,1,0,0,"2024-04-16"
"2024-017235293-001",2024,4,16,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CASTRO PIRES,ROUBO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,0,1,0,"2024-04-16"
"2024-017115136-001",2024,4,13,"15 RPM","19 BPM","47 CIA PM",PC,TEOFILO OTONI,SAO FRANCISCO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-13"
"2024-017109232-001",2024,4,14,"15 RPM","19 BPM","155 CIA PM",PM,ITAMBACURI,ADELAIDE DE BESSA,FURTO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-14"
"2024-017109232-001",2024,4,14,"15 RPM","19 BPM","155 CIA PM",PM,ITAMBACURI,ADELAIDE DE BESSA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-14"
"2024-017067359-001",2024,4,13,"15 RPM","19 BPM","155 CIA PM",PM,ITAMBACURI,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-13"
"2024-017063231-001",2024,4,15,"15 RPM","19 BPM","232 CIA PM",PM,ITAIPE,CENTRO,FURTO,2.0,SOLICITANTE,0,0,0,"2024-04-15"
"2024-017063231-001",2024,4,15,"15 RPM","19 BPM","232 CIA PM",PM,ITAIPE,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-15"
"2024-017040629-001",2024,4,15,"15 RPM","19 BPM","155 CIA PM",PM,ATALEIA,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-15"
"2024-016906609-001",2024,4,14,"15 RPM","19 BPM","232 CIA PM",PM,NOVO CRUZEIRO,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-14"
"2024-016891819-001",2024,4,6,"15 RPM","19 BPM","232 CIA PM",PM,NOVO CRUZEIRO,VILA BARRINHA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-06"
"2024-016858756-001",2024,4,3,"15 RPM","19 BPM","155 CIA PM",PC,ITAMBACURI,VILA PEDREIRA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-03"
"2024-016804055-001",2024,4,12,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,SAO JACINTO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-12"
"2024-016770388-001",2024,4,13,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,FATIMA,FURTO,1.0,SOLICITANTE,1,0,0,"2024-04-13"
"2024-016765316-001",2024,4,12,"15 RPM","19 BPM","232 CIA PM",PM,NOVO CRUZEIRO,,FURTO,1.0,SOLICITANTE,0,0,0,"2024-04-12"
"2024-016765316-001",2024,4,12,"15 RPM","19 BPM","232 CIA PM",PM,NOVO CRUZEIRO,,FURTO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-12"
"2024-016745120-001",2024,4,9,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,,FURTO,1.0,SOLICITANTE,1,0,0,"2024-04-09"
"2024-016735649-001",2024,4,12,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,SAO CRISTOVAO,ROUBO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,0,1,0,"2024-04-12"
"2024-016712841-001",2024,4,12,"15 RPM","19 BPM","155 CIA PM",PM,ITAMBACURI,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-12"
"2024-016686042-001",2024,4,12,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,SAO DIOGO,ROUBO,4.0,VITIMA DE ACAO CRIMINAL / CIVEL,0,1,0,"2024-04-12"
"2024-016600881-001",2024,4,12,"15 RPM","19 BPM","232 CIA PM",PM,NOVO CRUZEIRO,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-12"
"2024-016600881-001",2024,4,12,"15 RPM","19 BPM","232 CIA PM",PM,NOVO CRUZEIRO,CENTRO,FURTO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-12"
"2024-016569430-001",2024,4,11,"15 RPM","19 BPM","232 CIA PM",PC,NOVO CRUZEIRO,CENTRO,ROUBO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,0,1,0,"2024-04-11"
"2024-016569220-001",2024,4,12,"15 RPM","19 BPM","232 CIA PM",PM,LADAINHA,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-12"
"2024-016512234-001",2024,4,11,"15 RPM","19 BPM","155 CIA PM",PM,ITAMBACURI,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-11"
"2024-016419766-001",2024,4,8,"15 RPM","19 BPM","42 CIA PM",PC,TEOFILO OTONI,,FURTO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-08"
"2024-016419766-001",2024,4,8,"15 RPM","19 BPM","42 CIA PM",PC,TEOFILO OTONI,,FURTO,1.0,SOLICITANTE,0,0,0,"2024-04-08"
"2024-016393359-001",2024,4,1,"15 RPM","19 BPM","47 CIA PM",PC,TEOFILO OTONI,CENTRO,ROUBO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,0,1,0,"2024-04-01"
"2024-016372970-001",2024,4,11,"15 RPM","19 BPM","232 CIA PM",PC,NOVO CRUZEIRO,SAO BENTO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-11"
"2024-016317290-001",2024,4,10,"15 RPM","19 BPM","232 CIA PM",PM,CATUJI,,FURTO,1.0,SOLICITANTE,1,0,0,"2024-04-10"
"2024-016288754-001",2024,4,10,"15 RPM","19 BPM","232 CIA PM",PM,NOVO CRUZEIRO,VILA BARRINHA,FURTO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-10"
"2024-016288754-001",2024,4,10,"15 RPM","19 BPM","232 CIA PM",PM,NOVO CRUZEIRO,VILA BARRINHA,FURTO,1.0,SOLICITANTE,0,0,0,"2024-04-10"
"2024-016198872-001",2024,4,10,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,BELA VISTA,FURTO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-10"
"2024-016198872-001",2024,4,10,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,BELA VISTA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-10"
"2024-016136933-001",2024,4,9,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,MATINHA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-09"
"2024-016129853-001",2024,4,8,"15 RPM","19 BPM","155 CIA PM",PC,ATALEIA,ACARI,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-08"
"2024-016120339-001",2024,4,9,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CASTRO PIRES,ROUBO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,0,1,0,"2024-04-09"
"2024-016046932-001",2024,4,5,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CASTRO PIRES,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-05"
"2024-016046932-001",2024,4,5,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CASTRO PIRES,FURTO,2.0,SOLICITANTE,0,0,0,"2024-04-05"
"2024-016017580-001",2024,4,9,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,SAO JACINTO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-09"
"2024-015968722-001",2024,4,8,"15 RPM","19 BPM","232 CIA PM",PM,MALACACHETA,ESPERANCA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-08"
"2024-015909962-001",2024,4,7,"15 RPM","19 BPM","155 CIA PM",PM,ITAMBACURI,CENTRO,FURTO,1.0,SOLICITANTE,1,0,0,"2024-04-07"
"2024-015903517-001",2024,4,8,"15 RPM","19 BPM","155 CIA PM",PM,NOVA MODICA,CENTRO,FURTO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-08"
"2024-015903517-001",2024,4,8,"15 RPM","19 BPM","155 CIA PM",PM,NOVA MODICA,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-08"
"2024-015881543-001",2024,4,8,"15 RPM","19 BPM","42 CIA PM",PC,TEOFILO OTONI,,ROUBO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,0,1,0,"2024-04-08"
"2024-015881543-001",2024,4,8,"15 RPM","19 BPM","42 CIA PM",PC,TEOFILO OTONI,,ROUBO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,0,1,0,"2024-04-08"
"2024-015881543-001",2024,4,8,"15 RPM","19 BPM","42 CIA PM",PC,TEOFILO OTONI,,ROUBO,3.0,VITIMA DE ACAO CRIMINAL / CIVEL,0,1,0,"2024-04-08"
"2024-015867509-001",2024,4,6,"15 RPM","19 BPM","155 CIA PM",PM,ITAMBACURI,DOS SICILIANOS,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-06"
"2024-015828029-001",2024,4,8,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,DOUTOR LAERTE LAENDER,FURTO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-08"
"2024-015828029-001",2024,4,8,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,DOUTOR LAERTE LAENDER,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-08"
"2024-015828029-001",2024,4,8,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,DOUTOR LAERTE LAENDER,FURTO,3.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-08"
"2024-015824936-001",2024,4,8,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CENTRO,FURTO,2.0,SOLICITANTE,1,0,0,"2024-04-08"
"2024-015728273-001",2024,4,7,"15 RPM","19 BPM","232 CIA PM",PM,MALACACHETA,ESPERANÇA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-07"
"2024-015706640-001",2024,4,4,"15 RPM","19 BPM","232 CIA PM",PM,NOVO CRUZEIRO,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-04"
"2024-015517359-001",2024,4,6,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-06"
"2024-015435930-001",2024,4,5,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,SANTA CLARA,FURTO,1.0,SOLICITANTE,1,0,0,"2024-04-05"
"2024-015408299-001",2024,4,4,"15 RPM","19 BPM","232 CIA PM",PM,NOVO CRUZEIRO,CRUZEIRO,FURTO,3.0,SOLICITANTE,0,0,0,"2024-04-04"
"2024-015408299-001",2024,4,4,"15 RPM","19 BPM","232 CIA PM",PM,NOVO CRUZEIRO,CRUZEIRO,FURTO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-04"
"2024-015398291-001",2024,4,2,"15 RPM","19 BPM","232 CIA PM",PM,CARAI,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-02"
"2024-015364137-001",2024,4,5,"15 RPM","19 BPM","232 CIA PM",PM,POTE,FLORESTA,FURTO,1.0,SOLICITANTE,1,0,0,"2024-04-05"
"2024-015362833-001",2024,4,5,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-05"
"2024-015333502-001",2024,4,5,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,MATINHA,FURTO,1.0,SOLICITANTE,1,0,0,"2024-04-05"
"2024-015258986-001",2024,3,31,"15 RPM","19 BPM","155 CIA PM",PM,OURO VERDE DE MINAS,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-03-31"
"2024-015240185-001",2024,4,4,"15 RPM","19 BPM","155 CIA PM",PM,ITAMBACURI,CENTRO,FURTO,1.0,SOLICITANTE,1,0,0,"2024-04-04"
"2024-015168418-001",2024,4,4,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,MATINHA,FURTO,1.0,SOLICITANTE,1,0,0,"2024-04-04"
"2024-015081317-001",2024,4,3,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,JARDIM IRACEMA,FURTO,1.0,SOLICITANTE,1,0,0,"2024-04-03"
"2024-014968255-001",2024,4,3,"15 RPM","19 BPM","232 CIA PM",PM,NOVO CRUZEIRO,ANASTACIO ROQUE,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-03"
"2024-014957781-001",2024,4,3,"15 RPM","19 BPM","42 CIA PM",PC,TEOFILO OTONI,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-03"
"2024-014950792-001",2024,4,3,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-03"
"2024-014950792-001",2024,4,3,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CENTRO,FURTO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-03"
"2024-014918401-001",2024,4,2,"15 RPM","19 BPM","155 CIA PM",PM,ITAMBACURI,VARZEA,FURTO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-02"
"2024-014886696-001",2024,4,2,"15 RPM","19 BPM","155 CIA PM",PM,ITAMBACURI,SANTA CLARA,FURTO,1.0,SOLICITANTE,1,0,0,"2024-04-02"
"2024-014846534-001",2024,3,31,"15 RPM","19 BPM","42 CIA PM",PC,TEOFILO OTONI,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-03-31"
"2024-014827841-001",2024,4,2,"15 RPM","19 BPM","47 CIA PM",PC,TEOFILO OTONI,JARDIM SAO PAULO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-02"
"2024-014819691-001",2024,4,1,"15 RPM","19 BPM","155 CIA PM",PM,ITAMBACURI,SANTA CLARA,FURTO,1.0,SOLICITANTE,1,0,0,"2024-04-01"
"2024-014814422-001",2024,4,2,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,MATINHA,FURTO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-02"
"2024-014812884-001",2024,4,2,"15 RPM","19 BPM","155 CIA PM",PM,ITAMBACURI,CENTRO,FURTO,4.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-02"
"2024-014812884-001",2024,4,2,"15 RPM","19 BPM","155 CIA PM",PM,ITAMBACURI,CENTRO,FURTO,3.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-02"
"2024-014810857-001",2024,4,2,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,VIRIATO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-02"
"2024-014774773-001",2024,4,2,"15 RPM","19 BPM","42 CIA PM",PC,TEOFILO OTONI,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-02"
"2024-014744212-001",2024,3,29,"15 RPM","19 BPM","232 CIA PM",PM,MALACACHETA,ESPERANCA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-03-29"
"2024-014736680-001",2024,4,1,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,ITAGUACU,ROUBO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,0,1,0,"2024-04-01"
"2024-014692860-001",2024,3,22,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,JOAQUIM PEDROSA,FURTO,2.0,SOLICITANTE,0,0,0,"2024-03-22"
"2024-014692860-001",2024,3,22,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,JOAQUIM PEDROSA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-03-22"
"2024-014610540-001",2024,3,30,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-03-30"
"2024-014580399-001",2024,4,1,"15 RPM","19 BPM","155 CIA PM",PM,ITAMBACURI,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-01"
"2024-014543440-001",2024,3,31,"15 RPM","19 BPM","232 CIA PM",PM,POTE,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-03-31"
"2024-014543440-001",2024,3,31,"15 RPM","19 BPM","232 CIA PM",PM,POTE,CENTRO,FURTO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-03-31"
"2024-014522928-001",2024,3,23,"15 RPM","19 BPM","47 CIA PM",PC,TEOFILO OTONI,MANOEL PIMENTA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-03-23"
"2024-014509396-001",2024,3,31,"15 RPM","19 BPM","155 CIA PM",PM,ITAMBACURI,VARZEA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-03-31"
"2024-014501465-001",2024,3,31,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,SAO CRISTOVAO,FURTO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-03-31"
"2024-014483853-001",2024,3,31,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CENTRO,FURTO,1.0,SOLICITANTE,1,0,0,"2024-03-31"
"2024-014450565-001",2024,3,31,"15 RPM","19 BPM","155 CIA PM",PM,ITAMBACURI,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-03-31"
"2024-014423729-001",2024,3,30,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,,FURTO,1.0,SOLICITANTE,1,0,0,"2024-03-30"
"2024-014416335-001",2024,3,30,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,FRIMUSA,ROUBO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,0,1,0,"2024-03-30"
"2024-014329102-001",2024,3,30,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,SAO CRISTOVAO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-03-30"
"2024-014329040-001",2024,3,30,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,FATIMA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-03-30"
"2024-014323660-001",2024,3,30,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,JARDIM SAO PAULO,FURTO,1.0,SOLICITANTE,1,0,0,"2024-03-30"
"2024-014303370-001",2024,3,30,"15 RPM","19 BPM","232 CIA PM",PM,CARAI,CENTRO,ROUBO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,0,1,0,"2024-03-30"
"2024-014222490-001",2024,3,29,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,GRAO PARA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-03-29"
"2024-014162651-001",2024,3,28,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-03-28"
"2024-014153529-001",2024,3,29,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,NOVO HORIZONTE,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-03-29"
"2024-014030214-001",2024,3,6,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,,FURTO,1.0,SOLICITANTE,1,0,0,"2024-03-06"
"2024-014024141-001",2024,3,27,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-03-27"
"2024-014001344-001",2024,3,27,"15 RPM","19 BPM","155 CIA PM",PM,ATALEIA,CIDADE NOVA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-03-27"
